date,ndvi
2019-01-02,0.25593461946653817
2019-01-04,0.24727653811164083
2019-01-07,0.23920136154141255
2019-01-09,0.23169063954883073
2019-01-12,0.22472592192687274
2019-01-14,0.21828875846851584
2019-01-17,0.21236069896673743
2019-01-19,0.2069232932145148
2019-01-22,0.20195809100482537
2019-01-24,0.19744664213064642
2019-01-27,0.1933704963849553
2019-01-29,0.1897112035607294
2019-02-01,0.186450313450946
2019-02-03,0.1835693758485825
2019-02-06,0.1810499405466162
2019-02-08,0.17887355733802446
2019-02-11,0.1770217760157846
2019-02-13,0.17547614637287398
2019-02-16,0.17421821820227
2019-02-18,0.1732295412969499
2019-02-21,0.17249166544989106
2019-02-23,0.17198614045407085
2019-02-26,0.1716945161024666
2019-02-28,0.17159834218805564
2019-03-03,0.17167916850381532
2019-03-05,0.171918544842723
2019-03-08,0.172298020997756
2019-03-10,0.17279914676190386
2019-03-13,0.1728954695327076
2019-03-15,0.17304085685223194
2019-03-18,0.17325028050778163
2019-03-20,0.17352890654360187
2019-03-23,0.1738833089037457
2019-03-25,0.17430678812990266
2019-03-28,0.17471316642289839
2019-03-30,0.17502925845782416
2019-04-02,0.1752139739079271
2019-04-04,0.17523145532273543
2019-04-07,0.17512598445402627
2019-04-09,0.17494634097012504
2019-04-12,0.1747067752101839
2019-04-14,0.17442456905915774
2019-04-17,0.17414500307441166
2019-04-19,0.17391517974604748
2019-04-22,0.17378317104645463
2019-04-24,0.17378631953652618
2019-04-27,0.17390347261600947
2019-04-29,0.17411677097739667
2019-05-02,0.17438418856752325
2019-05-04,0.17467211903541421
2019-05-07,0.17501728845434175
2019-05-07,0.1754195053101114
2019-05-09,0.17588485276922755
2019-05-09,0.17647943969422078
2019-05-12,0.17726499885892447
2019-05-14,0.17829874676748803
2019-05-17,0.17965467524900353
2019-05-19,0.1814298763077672
2019-05-22,0.1836280973804311
2019-05-24,0.18624869799237115
2019-05-27,0.1893400020625294
2019-05-29,0.19294762461451878
2019-06-01,0.19711479835182574
2019-06-03,0.20187826131069317
2019-06-06,0.20727474203079901
2019-06-08,0.21329099896404483
2019-06-11,0.2198967524978963
2019-06-13,0.22704273564850758
2019-06-16,0.23463388155020537
2019-06-18,0.24261456106576226
2019-06-21,0.25093066639380857
2019-06-23,0.25952581745997705
2019-06-26,0.26834208824297656
2019-06-28,0.27732076658603644
2019-07-01,0.28640314730672695
2019-07-03,0.29553135841816014
2019-07-06,0.30464922027457514
2019-07-08,0.31370313745431333
2019-07-11,0.32264302319318705
2019-07-13,0.33141869976698934
2019-07-16,0.3399871963459446
2019-07-18,0.34831353532001136
2019-07-21,0.35634205157651516
2019-07-23,0.3639950658338999
2019-07-26,0.3711849405373832
2019-07-28,0.3778144146010373
2019-07-31,0.383796124139264
2019-08-02,0.3890330666845269
2019-08-05,0.39345257176480547
2019-08-07,0.3970735421167917
2019-08-10,0.3999228155790327
2019-08-12,0.4020158124176346
2019-08-15,0.4033882361008063
2019-08-17,0.4040085010840214
2019-08-20,0.4038381993526172
2019-08-22,0.40287579463156165
2019-08-25,0.401124908768691
