date,ndvi
2019-01-02,0.17363504086795506
2019-01-04,0.19410847533981146
2019-01-07,0.21288942481512524
2019-01-09,0.23002979150355504
2019-01-12,0.24558147761475957
2019-01-14,0.2595963853583974
2019-01-17,0.2721264169441273
2019-01-19,0.2832234745816078
2019-01-22,0.2929394604804976
2019-01-24,0.30132627685045543
2019-01-27,0.3084358259011398
2019-01-29,0.3143200098422095
2019-02-01,0.31903073088332307
2019-02-03,0.32261989123413926
2019-02-06,0.3251393931043166
2019-02-08,0.32664113870351386
2019-02-11,0.32717703024138967
2019-02-13,0.3267989699276026
2019-02-16,0.3255588599718114
2019-02-18,0.3235086025836747
2019-02-21,0.3207000999728511
2019-02-23,0.31718525434899936
2019-02-26,0.313015967921778
2019-02-28,0.3082441429008458
2019-03-03,0.3029216814958614
2019-03-05,0.2971004859164833
2019-03-08,0.29083245837237026
2019-03-10,0.2841695010732009
2019-03-13,0.27729009262383053
2019-03-15,0.270187523554313
2019-03-18,0.26290961407743707
2019-03-20,0.25550024751559774
2019-03-23,0.2479999731969516
2019-03-25,0.24041593648260084
2019-03-28,0.23276481474942243
2019-03-30,0.2250833161482539
2019-04-02,0.2174014970446648
2019-04-04,0.2097521372635319
2019-04-07,0.20222070315373172
2019-04-09,0.19489400775206095
2019-04-12,0.18789089657725253
2019-04-14,0.18132861650468218
2019-04-17,0.17524565351552776
2019-04-19,0.1696768995922722
2019-04-22,0.1646534412805435
2019-04-24,0.1601774601543117
2019-04-27,0.15625656334957289
2019-04-29,0.15290236144127795
2019-05-02,0.1501291398505115
2019-05-04,0.14796105967340825
2019-05-07,0.14634716820170082
2019-05-07,0.14524152087391443
2019-05-09,0.14466774337670718
2019-05-09,0.14466356323169882
2019-05-12,0.14525698628013503
2019-05-14,0.1464668328174795
2019-05-17,0.1483228008261205
2019-05-19,0.1508565242912474
2019-05-22,0.15407809523407384
2019-05-24,0.15799149193081166
2019-05-27,0.1625750575593399
2019-05-29,0.16780252665548862
2019-06-01,0.17364399299596694
2019-06-03,0.1800545191314727
2019-06-06,0.18699225178890674
2019-06-08,0.1943998556308703
2019-06-11,0.20221732357839872
2019-06-13,0.21038163833171653
2019-06-16,0.21890763725517193
2019-06-18,0.227824425769929
2019-06-21,0.2370680666675716
2019-06-23,0.2465710674824747
2019-06-26,0.25626310551712495
2019-06-28,0.26607177425220707
2019-07-01,0.27592335035749477
2019-07-03,0.28574358051958915
2019-07-06,0.2954584873025428
2019-07-08,0.3049951932574126
2019-07-11,0.3142827624967799
2019-07-13,0.32323595248374476
2019-07-16,0.3317797740612461
2019-07-18,0.33984949980250323
2019-07-21,0.34736334213591424
2019-07-23,0.3542692801947337
2019-07-26,0.3605146955307085
2019-07-28,0.36605999666756917
2019-07-31,0.3708640856917125
2019-08-02,0.3748867159973881
2019-08-05,0.37816426903086253
2019-08-07,0.3807370160894268
2019-08-10,0.38262198826832466
2019-08-12,0.3838361809960641
2019-08-15,0.3844140355713252
2019-08-17,0.3843478937305548
2019-08-20,0.3836280495162276
2019-08-22,0.38220266321206514
2019-08-25,0.3800007955083695
2019-08-27,0.37701914156230293
2019-08-30,0.3732588526966676
2019-09-01,0.36872519661498315
2019-09-04,0.36348696557187243
2019-09-06,0.35760178753200655
2019-09-09,0.35113303050399336
2019-09-11,0.34414751586579995
2019-09-14,0.33669301543565566
2019-09-16,0.32890322550594786
2019-09-19,0.3209221067695656
2019-09-21,0.31283495337317846
2019-09-26,0.3046900665977302
2019-09-29,0.2965350721577805
2019-10-01,0.28841631633028014
2019-10-04,0.2804240340761662
2019-10-06,0.2726222528386781
2019-10-09,0.26505961343466006
2019-10-09,0.25776525596623534
2019-10-11,0.25072152425830996
2019-10-14,0.24391507860911738
2019-10-16,0.23733696880318714
2019-10-19,0.2310123930383994
2019-10-21,0.22497052808714812
2019-10-24,0.2192440461988755
2019-10-26,0.21386864511007725
2019-10-29,0.20888259222680008
2019-10-31,0.20427758258394535
2019-11-03,0.20001408806607507
2019-11-05,0.1960899787549892
2019-11-08,0.19250740838350797
2019-11-10,0.1892666142990554
2019-11-13,0.18636585138825604
2019-11-15,0.1838013496939586
2019-11-18,0.18156729643892
2019-11-20,0.1796558431703843
